frame_idx,t_start,vessel_present,n_vessels,mmsi,ship_name,ship_type,dist_km,bearing_deg,sog_kn,cog_deg,is_moving,move_source,ais_confidence,ais_age_sec,ais_interp,vessel_lat,vessel_lon
25149,2026-06-03 14:29:34.5 UTC,0,0,,,,,,,,,,,,,,
25150,2026-06-03 14:29:35 UTC,0,0,,,,,,,,,,,,,,
25151,2026-06-03 14:29:35.5 UTC,0,0,,,,,,,,,,,,,,
25152,2026-06-03 14:29:36 UTC,0,0,,,,,,,,,,,,,,
25153,2026-06-03 14:29:36.5 UTC,0,0,,,,,,,,,,,,,,
25154,2026-06-03 14:29:37 UTC,0,0,,,,,,,,,,,,,,
25155,2026-06-03 14:29:37.5 UTC,0,0,,,,,,,,,,,,,,
25156,2026-06-03 14:29:38 UTC,0,0,,,,,,,,,,,,,,
25157,2026-06-03 14:29:38.5 UTC,0,0,,,,,,,,,,,,,,
25158,2026-06-03 14:29:39 UTC,0,0,,,,,,,,,,,,,,
25159,2026-06-03 14:29:39.5 UTC,0,0,,,,,,,,,,,,,,
25160,2026-06-03 14:29:40 UTC,0,0,,,,,,,,,,,,,,
25161,2026-06-03 14:29:40.5 UTC,0,0,,,,,,,,,,,,,,
25162,2026-06-03 14:29:41 UTC,0,0,,,,,,,,,,,,,,
25163,2026-06-03 14:29:41.5 UTC,0,0,,,,,,,,,,,,,,
25164,2026-06-03 14:29:42 UTC,0,0,,,,,,,,,,,,,,
25165,2026-06-03 14:29:42.5 UTC,0,0,,,,,,,,,,,,,,
25166,2026-06-03 14:29:43 UTC,0,0,,,,,,,,,,,,,,
25167,2026-06-03 14:29:43.5 UTC,0,0,,,,,,,,,,,,,,
25168,2026-06-03 14:29:44 UTC,0,0,,,,,,,,,,,,,,
25169,2026-06-03 14:29:44.5 UTC,0,0,,,,,,,,,,,,,,
25170,2026-06-03 14:29:45 UTC,0,0,,,,,,,,,,,,,,
25171,2026-06-03 14:29:45.5 UTC,0,0,,,,,,,,,,,,,,
25172,2026-06-03 14:29:46 UTC,0,0,,,,,,,,,,,,,,
25173,2026-06-03 14:29:46.5 UTC,0,0,,,,,,,,,,,,,,
25174,2026-06-03 14:29:47 UTC,0,0,,,,,,,,,,,,,,
25175,2026-06-03 14:29:47.5 UTC,0,0,,,,,,,,,,,,,,
25176,2026-06-03 14:29:48 UTC,0,0,,,,,,,,,,,,,,
25177,2026-06-03 14:29:48.5 UTC,0,0,,,,,,,,,,,,,,
25178,2026-06-03 14:29:49 UTC,0,0,,,,,,,,,,,,,,
25179,2026-06-03 14:29:49.5 UTC,0,0,,,,,,,,,,,,,,
25180,2026-06-03 14:29:50 UTC,0,0,,,,,,,,,,,,,,
25181,2026-06-03 14:29:50.5 UTC,0,0,,,,,,,,,,,,,,
25182,2026-06-03 14:29:51 UTC,0,0,,,,,,,,,,,,,,
25183,2026-06-03 14:29:51.5 UTC,0,0,,,,,,,,,,,,,,
25184,2026-06-03 14:29:52 UTC,0,0,,,,,,,,,,,,,,
25185,2026-06-03 14:29:52.5 UTC,0,0,,,,,,,,,,,,,,
25186,2026-06-03 14:29:53 UTC,0,0,,,,,,,,,,,,,,
25187,2026-06-03 14:29:53.5 UTC,0,0,,,,,,,,,,,,,,
25188,2026-06-03 14:29:54 UTC,0,0,,,,,,,,,,,,,,
25189,2026-06-03 14:29:54.5 UTC,0,0,,,,,,,,,,,,,,
25190,2026-06-03 14:29:55 UTC,0,0,,,,,,,,,,,,,,
25191,2026-06-03 14:29:55.5 UTC,0,0,,,,,,,,,,,,,,
25192,2026-06-03 14:29:56 UTC,0,0,,,,,,,,,,,,,,
25193,2026-06-03 14:29:56.5 UTC,0,0,,,,,,,,,,,,,,
25194,2026-06-03 14:29:57 UTC,0,0,,,,,,,,,,,,,,
25195,2026-06-03 14:29:57.5 UTC,0,0,,,,,,,,,,,,,,
25196,2026-06-03 14:29:58 UTC,0,0,,,,,,,,,,,,,,
25197,2026-06-03 14:29:58.5 UTC,0,0,,,,,,,,,,,,,,
25198,2026-06-03 14:29:59 UTC,0,0,,,,,,,,,,,,,,
25199,2026-06-03 14:29:59.5 UTC,0,0,,,,,,,,,,,,,,
25200,2026-06-03 14:30:00 UTC,0,0,,,,,,,,,,,,,,
25201,2026-06-03 14:30:00.5 UTC,0,0,,,,,,,,,,,,,,
25202,2026-06-03 14:30:01 UTC,0,0,,,,,,,,,,,,,,
25203,2026-06-03 14:30:01.5 UTC,0,0,,,,,,,,,,,,,,
25204,2026-06-03 14:30:02 UTC,0,0,,,,,,,,,,,,,,
25205,2026-06-03 14:30:02.5 UTC,0,0,,,,,,,,,,,,,,
25206,2026-06-03 14:30:03 UTC,0,0,,,,,,,,,,,,,,
25207,2026-06-03 14:30:03.5 UTC,0,0,,,,,,,,,,,,,,
25208,2026-06-03 14:30:04 UTC,0,0,,,,,,,,,,,,,,
25209,2026-06-03 14:30:04.5 UTC,0,0,,,,,,,,,,,,,,
25210,2026-06-03 14:30:05 UTC,0,0,,,,,,,,,,,,,,
25211,2026-06-03 14:30:05.5 UTC,0,0,,,,,,,,,,,,,,
25212,2026-06-03 14:30:06 UTC,0,0,,,,,,,,,,,,,,
25213,2026-06-03 14:30:06.5 UTC,0,0,,,,,,,,,,,,,,
25214,2026-06-03 14:30:07 UTC,0,0,,,,,,,,,,,,,,
25215,2026-06-03 14:30:07.5 UTC,0,0,,,,,,,,,,,,,,
25216,2026-06-03 14:30:08 UTC,0,0,,,,,,,,,,,,,,
25217,2026-06-03 14:30:08.5 UTC,0,0,,,,,,,,,,,,,,
25218,2026-06-03 14:30:09 UTC,0,0,,,,,,,,,,,,,,
25219,2026-06-03 14:30:09.5 UTC,0,0,,,,,,,,,,,,,,
25220,2026-06-03 14:30:10 UTC,0,0,,,,,,,,,,,,,,
25221,2026-06-03 14:30:10.5 UTC,0,0,,,,,,,,,,,,,,
25222,2026-06-03 14:30:11 UTC,0,0,,,,,,,,,,,,,,
25223,2026-06-03 14:30:11.5 UTC,0,0,,,,,,,,,,,,,,
25224,2026-06-03 14:30:12 UTC,0,0,,,,,,,,,,,,,,
25225,2026-06-03 14:30:12.5 UTC,0,0,,,,,,,,,,,,,,
25226,2026-06-03 14:30:13 UTC,0,0,,,,,,,,,,,,,,
25227,2026-06-03 14:30:13.5 UTC,0,0,,,,,,,,,,,,,,
25228,2026-06-03 14:30:14 UTC,0,0,,,,,,,,,,,,,,
25229,2026-06-03 14:30:14.5 UTC,0,0,,,,,,,,,,,,,,
25230,2026-06-03 14:30:15 UTC,0,0,,,,,,,,,,,,,,
25231,2026-06-03 14:30:15.5 UTC,0,0,,,,,,,,,,,,,,
25232,2026-06-03 14:30:16 UTC,0,0,,,,,,,,,,,,,,
25233,2026-06-03 14:30:16.5 UTC,0,0,,,,,,,,,,,,,,
25234,2026-06-03 14:30:17 UTC,0,0,,,,,,,,,,,,,,
25235,2026-06-03 14:30:17.5 UTC,0,0,,,,,,,,,,,,,,
25236,2026-06-03 14:30:18 UTC,0,0,,,,,,,,,,,,,,
25237,2026-06-03 14:30:18.5 UTC,0,0,,,,,,,,,,,,,,
25238,2026-06-03 14:30:19 UTC,0,0,,,,,,,,,,,,,,
25239,2026-06-03 14:30:19.5 UTC,0,0,,,,,,,,,,,,,,
25240,2026-06-03 14:30:20 UTC,0,0,,,,,,,,,,,,,,
25241,2026-06-03 14:30:20.5 UTC,0,0,,,,,,,,,,,,,,
25242,2026-06-03 14:30:21 UTC,0,0,,,,,,,,,,,,,,
25243,2026-06-03 14:30:21.5 UTC,0,0,,,,,,,,,,,,,,
25244,2026-06-03 14:30:22 UTC,0,0,,,,,,,,,,,,,,
25245,2026-06-03 14:30:22.5 UTC,0,0,,,,,,,,,,,,,,
25246,2026-06-03 14:30:23 UTC,0,0,,,,,,,,,,,,,,
25247,2026-06-03 14:30:23.5 UTC,0,0,,,,,,,,,,,,,,
25248,2026-06-03 14:30:24 UTC,0,0,,,,,,,,,,,,,,
25249,2026-06-03 14:30:24.5 UTC,0,0,,,,,,,,,,,,,,
25250,2026-06-03 14:30:25 UTC,0,0,,,,,,,,,,,,,,
25251,2026-06-03 14:30:25.5 UTC,0,0,,,,,,,,,,,,,,
25252,2026-06-03 14:30:26 UTC,0,0,,,,,,,,,,,,,,
25253,2026-06-03 14:30:26.5 UTC,0,0,,,,,,,,,,,,,,
25254,2026-06-03 14:30:27 UTC,0,0,,,,,,,,,,,,,,
25255,2026-06-03 14:30:27.5 UTC,0,0,,,,,,,,,,,,,,
25256,2026-06-03 14:30:28 UTC,0,0,,,,,,,,,,,,,,
25257,2026-06-03 14:30:28.5 UTC,0,0,,,,,,,,,,,,,,
25258,2026-06-03 14:30:29 UTC,0,0,,,,,,,,,,,,,,
25259,2026-06-03 14:30:29.5 UTC,0,0,,,,,,,,,,,,,,
25260,2026-06-03 14:30:30 UTC,0,0,,,,,,,,,,,,,,
25261,2026-06-03 14:30:30.5 UTC,0,0,,,,,,,,,,,,,,
25262,2026-06-03 14:30:31 UTC,0,0,,,,,,,,,,,,,,
25263,2026-06-03 14:30:31.5 UTC,0,0,,,,,,,,,,,,,,
25264,2026-06-03 14:30:32 UTC,0,0,,,,,,,,,,,,,,
25265,2026-06-03 14:30:32.5 UTC,0,0,,,,,,,,,,,,,,
25266,2026-06-03 14:30:33 UTC,0,0,,,,,,,,,,,,,,
25267,2026-06-03 14:30:33.5 UTC,0,0,,,,,,,,,,,,,,
25268,2026-06-03 14:30:34 UTC,0,0,,,,,,,,,,,,,,
25269,2026-06-03 14:30:34.5 UTC,0,0,,,,,,,,,,,,,,
25270,2026-06-03 14:30:35 UTC,0,0,,,,,,,,,,,,,,
25271,2026-06-03 14:30:35.5 UTC,0,0,,,,,,,,,,,,,,
25272,2026-06-03 14:30:36 UTC,0,0,,,,,,,,,,,,,,
25273,2026-06-03 14:30:36.5 UTC,0,0,,,,,,,,,,,,,,
25274,2026-06-03 14:30:37 UTC,0,0,,,,,,,,,,,,,,
25275,2026-06-03 14:30:37.5 UTC,0,0,,,,,,,,,,,,,,
25276,2026-06-03 14:30:38 UTC,0,0,,,,,,,,,,,,,,
25277,2026-06-03 14:30:38.5 UTC,0,0,,,,,,,,,,,,,,
25278,2026-06-03 14:30:39 UTC,0,0,,,,,,,,,,,,,,
25279,2026-06-03 14:30:39.5 UTC,0,0,,,,,,,,,,,,,,
25280,2026-06-03 14:30:40 UTC,0,0,,,,,,,,,,,,,,
25281,2026-06-03 14:30:40.5 UTC,0,0,,,,,,,,,,,,,,
25282,2026-06-03 14:30:41 UTC,0,0,,,,,,,,,,,,,,
25283,2026-06-03 14:30:41.5 UTC,0,0,,,,,,,,,,,,,,
25284,2026-06-03 14:30:42 UTC,0,0,,,,,,,,,,,,,,
25285,2026-06-03 14:30:42.5 UTC,0,0,,,,,,,,,,,,,,
25286,2026-06-03 14:30:43 UTC,0,0,,,,,,,,,,,,,,
25287,2026-06-03 14:30:43.5 UTC,0,0,,,,,,,,,,,,,,
25288,2026-06-03 14:30:44 UTC,0,0,,,,,,,,,,,,,,
25289,2026-06-03 14:30:44.5 UTC,0,0,,,,,,,,,,,,,,
25290,2026-06-03 14:30:45 UTC,0,0,,,,,,,,,,,,,,
25291,2026-06-03 14:30:45.5 UTC,0,0,,,,,,,,,,,,,,
25292,2026-06-03 14:30:46 UTC,0,0,,,,,,,,,,,,,,
25293,2026-06-03 14:30:46.5 UTC,0,0,,,,,,,,,,,,,,
25294,2026-06-03 14:30:47 UTC,0,0,,,,,,,,,,,,,,
25295,2026-06-03 14:30:47.5 UTC,0,0,,,,,,,,,,,,,,
25296,2026-06-03 14:30:48 UTC,0,0,,,,,,,,,,,,,,
25297,2026-06-03 14:30:48.5 UTC,0,0,,,,,,,,,,,,,,
25298,2026-06-03 14:30:49 UTC,0,0,,,,,,,,,,,,,,
25299,2026-06-03 14:30:49.5 UTC,0,0,,,,,,,,,,,,,,
25300,2026-06-03 14:30:50 UTC,0,0,,,,,,,,,,,,,,
25301,2026-06-03 14:30:50.5 UTC,0,0,,,,,,,,,,,,,,
25302,2026-06-03 14:30:51 UTC,0,0,,,,,,,,,,,,,,
25303,2026-06-03 14:30:51.5 UTC,0,0,,,,,,,,,,,,,,
25304,2026-06-03 14:30:52 UTC,0,0,,,,,,,,,,,,,,
25305,2026-06-03 14:30:52.5 UTC,0,0,,,,,,,,,,,,,,
25306,2026-06-03 14:30:53 UTC,0,0,,,,,,,,,,,,,,
25307,2026-06-03 14:30:53.5 UTC,0,0,,,,,,,,,,,,,,
25308,2026-06-03 14:30:54 UTC,0,0,,,,,,,,,,,,,,
25309,2026-06-03 14:30:54.5 UTC,0,0,,,,,,,,,,,,,,
25310,2026-06-03 14:30:55 UTC,0,0,,,,,,,,,,,,,,
25311,2026-06-03 14:30:55.5 UTC,0,0,,,,,,,,,,,,,,
25312,2026-06-03 14:30:56 UTC,0,0,,,,,,,,,,,,,,
25313,2026-06-03 14:30:56.5 UTC,0,0,,,,,,,,,,,,,,
25314,2026-06-03 14:30:57 UTC,0,0,,,,,,,,,,,,,,
25315,2026-06-03 14:30:57.5 UTC,0,0,,,,,,,,,,,,,,
25316,2026-06-03 14:30:58 UTC,0,0,,,,,,,,,,,,,,
25317,2026-06-03 14:30:58.5 UTC,0,0,,,,,,,,,,,,,,
25318,2026-06-03 14:30:59 UTC,0,0,,,,,,,,,,,,,,
25319,2026-06-03 14:30:59.5 UTC,0,0,,,,,,,,,,,,,,
25320,2026-06-03 14:31:00 UTC,0,0,,,,,,,,,,,,,,
25321,2026-06-03 14:31:00.5 UTC,0,0,,,,,,,,,,,,,,
25322,2026-06-03 14:31:01 UTC,0,0,,,,,,,,,,,,,,
25323,2026-06-03 14:31:01.5 UTC,0,0,,,,,,,,,,,,,,
25324,2026-06-03 14:31:02 UTC,0,0,,,,,,,,,,,,,,
25325,2026-06-03 14:31:02.5 UTC,0,0,,,,,,,,,,,,,,
25326,2026-06-03 14:31:03 UTC,0,0,,,,,,,,,,,,,,
25327,2026-06-03 14:31:03.5 UTC,0,0,,,,,,,,,,,,,,
25328,2026-06-03 14:31:04 UTC,0,0,,,,,,,,,,,,,,
25329,2026-06-03 14:31:04.5 UTC,0,0,,,,,,,,,,,,,,
25330,2026-06-03 14:31:05 UTC,0,0,,,,,,,,,,,,,,
25331,2026-06-03 14:31:05.5 UTC,0,0,,,,,,,,,,,,,,
25332,2026-06-03 14:31:06 UTC,0,0,,,,,,,,,,,,,,
25333,2026-06-03 14:31:06.5 UTC,0,0,,,,,,,,,,,,,,
25334,2026-06-03 14:31:07 UTC,0,0,,,,,,,,,,,,,,
25335,2026-06-03 14:31:07.5 UTC,0,0,,,,,,,,,,,,,,
25336,2026-06-03 14:31:08 UTC,0,0,,,,,,,,,,,,,,
25337,2026-06-03 14:31:08.5 UTC,0,0,,,,,,,,,,,,,,
25338,2026-06-03 14:31:09 UTC,0,0,,,,,,,,,,,,,,
25339,2026-06-03 14:31:09.5 UTC,0,0,,,,,,,,,,,,,,
25340,2026-06-03 14:31:10 UTC,0,0,,,,,,,,,,,,,,
25341,2026-06-03 14:31:10.5 UTC,0,0,,,,,,,,,,,,,,
25342,2026-06-03 14:31:11 UTC,0,0,,,,,,,,,,,,,,
25343,2026-06-03 14:31:11.5 UTC,0,0,,,,,,,,,,,,,,
25344,2026-06-03 14:31:12 UTC,0,0,,,,,,,,,,,,,,
25345,2026-06-03 14:31:12.5 UTC,0,0,,,,,,,,,,,,,,
25346,2026-06-03 14:31:13 UTC,0,0,,,,,,,,,,,,,,
25347,2026-06-03 14:31:13.5 UTC,0,0,,,,,,,,,,,,,,
25348,2026-06-03 14:31:14 UTC,0,0,,,,,,,,,,,,,,
25349,2026-06-03 14:31:14.5 UTC,0,0,,,,,,,,,,,,,,
25350,2026-06-03 14:31:15 UTC,0,0,,,,,,,,,,,,,,
25351,2026-06-03 14:31:15.5 UTC,0,0,,,,,,,,,,,,,,
25352,2026-06-03 14:31:16 UTC,0,0,,,,,,,,,,,,,,
25353,2026-06-03 14:31:16.5 UTC,0,0,,,,,,,,,,,,,,
25354,2026-06-03 14:31:17 UTC,0,0,,,,,,,,,,,,,,
25355,2026-06-03 14:31:17.5 UTC,0,0,,,,,,,,,,,,,,
25356,2026-06-03 14:31:18 UTC,0,0,,,,,,,,,,,,,,
25357,2026-06-03 14:31:18.5 UTC,0,0,,,,,,,,,,,,,,
25358,2026-06-03 14:31:19 UTC,0,0,,,,,,,,,,,,,,
25359,2026-06-03 14:31:19.5 UTC,0,0,,,,,,,,,,,,,,
25360,2026-06-03 14:31:20 UTC,0,0,,,,,,,,,,,,,,
25361,2026-06-03 14:31:20.5 UTC,0,0,,,,,,,,,,,,,,
25362,2026-06-03 14:31:21 UTC,0,0,,,,,,,,,,,,,,
25363,2026-06-03 14:31:21.5 UTC,0,0,,,,,,,,,,,,,,
25364,2026-06-03 14:31:22 UTC,0,0,,,,,,,,,,,,,,
25365,2026-06-03 14:31:22.5 UTC,0,0,,,,,,,,,,,,,,
25366,2026-06-03 14:31:23 UTC,0,0,,,,,,,,,,,,,,
25367,2026-06-03 14:31:23.5 UTC,0,0,,,,,,,,,,,,,,
25368,2026-06-03 14:31:24 UTC,0,0,,,,,,,,,,,,,,
25369,2026-06-03 14:31:24.5 UTC,0,0,,,,,,,,,,,,,,
25370,2026-06-03 14:31:25 UTC,0,0,,,,,,,,,,,,,,
25371,2026-06-03 14:31:25.5 UTC,0,0,,,,,,,,,,,,,,
25372,2026-06-03 14:31:26 UTC,0,0,,,,,,,,,,,,,,
25373,2026-06-03 14:31:26.5 UTC,0,0,,,,,,,,,,,,,,
25374,2026-06-03 14:31:27 UTC,0,0,,,,,,,,,,,,,,
25375,2026-06-03 14:31:27.5 UTC,0,0,,,,,,,,,,,,,,
25376,2026-06-03 14:31:28 UTC,0,0,,,,,,,,,,,,,,
25377,2026-06-03 14:31:28.5 UTC,0,0,,,,,,,,,,,,,,
25378,2026-06-03 14:31:29 UTC,0,0,,,,,,,,,,,,,,
25379,2026-06-03 14:31:29.5 UTC,0,0,,,,,,,,,,,,,,
25380,2026-06-03 14:31:30 UTC,0,0,,,,,,,,,,,,,,
25381,2026-06-03 14:31:30.5 UTC,0,0,,,,,,,,,,,,,,
25382,2026-06-03 14:31:31 UTC,0,0,,,,,,,,,,,,,,
25383,2026-06-03 14:31:31.5 UTC,0,0,,,,,,,,,,,,,,
25384,2026-06-03 14:31:32 UTC,0,0,,,,,,,,,,,,,,
25385,2026-06-03 14:31:32.5 UTC,0,0,,,,,,,,,,,,,,
25386,2026-06-03 14:31:33 UTC,0,0,,,,,,,,,,,,,,
25387,2026-06-03 14:31:33.5 UTC,0,0,,,,,,,,,,,,,,
25388,2026-06-03 14:31:34 UTC,0,0,,,,,,,,,,,,,,
25389,2026-06-03 14:31:34.5 UTC,0,0,,,,,,,,,,,,,,
25390,2026-06-03 14:31:35 UTC,0,0,,,,,,,,,,,,,,
25391,2026-06-03 14:31:35.5 UTC,0,0,,,,,,,,,,,,,,
25392,2026-06-03 14:31:36 UTC,0,0,,,,,,,,,,,,,,
25393,2026-06-03 14:31:36.5 UTC,0,0,,,,,,,,,,,,,,
25394,2026-06-03 14:31:37 UTC,0,0,,,,,,,,,,,,,,
25395,2026-06-03 14:31:37.5 UTC,0,0,,,,,,,,,,,,,,
25396,2026-06-03 14:31:38 UTC,0,0,,,,,,,,,,,,,,
25397,2026-06-03 14:31:38.5 UTC,0,0,,,,,,,,,,,,,,
25398,2026-06-03 14:31:39 UTC,0,0,,,,,,,,,,,,,,
25399,2026-06-03 14:31:39.5 UTC,0,0,,,,,,,,,,,,,,
25400,2026-06-03 14:31:40 UTC,0,0,,,,,,,,,,,,,,
25401,2026-06-03 14:31:40.5 UTC,0,0,,,,,,,,,,,,,,
25402,2026-06-03 14:31:41 UTC,0,0,,,,,,,,,,,,,,
25403,2026-06-03 14:31:41.5 UTC,0,0,,,,,,,,,,,,,,
25404,2026-06-03 14:31:42 UTC,0,0,,,,,,,,,,,,,,
25405,2026-06-03 14:31:42.5 UTC,0,0,,,,,,,,,,,,,,
25406,2026-06-03 14:31:43 UTC,0,0,,,,,,,,,,,,,,
25407,2026-06-03 14:31:43.5 UTC,0,0,,,,,,,,,,,,,,
25408,2026-06-03 14:31:44 UTC,0,0,,,,,,,,,,,,,,
25409,2026-06-03 14:31:44.5 UTC,0,0,,,,,,,,,,,,,,
25410,2026-06-03 14:31:45 UTC,0,0,,,,,,,,,,,,,,
25411,2026-06-03 14:31:45.5 UTC,0,0,,,,,,,,,,,,,,
25412,2026-06-03 14:31:46 UTC,0,0,,,,,,,,,,,,,,
25413,2026-06-03 14:31:46.5 UTC,0,0,,,,,,,,,,,,,,
25414,2026-06-03 14:31:47 UTC,0,0,,,,,,,,,,,,,,
25415,2026-06-03 14:31:47.5 UTC,0,0,,,,,,,,,,,,,,
25416,2026-06-03 14:31:48 UTC,0,0,,,,,,,,,,,,,,
25417,2026-06-03 14:31:48.5 UTC,0,0,,,,,,,,,,,,,,
25418,2026-06-03 14:31:49 UTC,0,0,,,,,,,,,,,,,,
25419,2026-06-03 14:31:49.5 UTC,0,0,,,,,,,,,,,,,,
25420,2026-06-03 14:31:50 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,599.8,interpolated,32.80607631616638,35.02991957032195
25421,2026-06-03 14:31:50.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,599.2,interpolated,32.80607632201646,35.02991956790123
25422,2026-06-03 14:31:51 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,598.8,interpolated,32.806076327866535,35.02991956548051
25423,2026-06-03 14:31:51.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,598.2,interpolated,32.80607633371661,35.02991956305979
25424,2026-06-03 14:31:52 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,597.8,interpolated,32.806076339566694,35.02991956063907
25425,2026-06-03 14:31:52.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,597.2,interpolated,32.80607634541677,35.029919558218346
25426,2026-06-03 14:31:53 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,596.8,interpolated,32.806076351266846,35.029919555797626
25427,2026-06-03 14:31:53.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,596.2,interpolated,32.80607635711692,35.02991955337691
25428,2026-06-03 14:31:54 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,595.8,interpolated,32.806076362967,35.02991955095619
25429,2026-06-03 14:31:54.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,595.2,interpolated,32.806076368817074,35.02991954853546
25430,2026-06-03 14:31:55 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,594.8,interpolated,32.80607637466715,35.02991954611474
25431,2026-06-03 14:31:55.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,594.2,interpolated,32.806076380517226,35.02991954369402
25432,2026-06-03 14:31:56 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,593.8,interpolated,32.8060763863673,35.0299195412733
25433,2026-06-03 14:31:56.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,593.2,interpolated,32.80607639221738,35.029919538852575
25434,2026-06-03 14:31:57 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,592.8,interpolated,32.80607639806746,35.029919536431855
25435,2026-06-03 14:31:57.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,592.2,interpolated,32.80607640391754,35.029919534011135
25436,2026-06-03 14:31:58 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,591.8,interpolated,32.80607640976761,35.029919531590416
25437,2026-06-03 14:31:58.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,591.2,interpolated,32.80607641561769,35.02991952916969
25438,2026-06-03 14:31:59 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,590.8,interpolated,32.806076421467765,35.02991952674897
25439,2026-06-03 14:31:59.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,590.2,interpolated,32.80607642731784,35.02991952432825
25440,2026-06-03 14:32:00 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,589.8,interpolated,32.80607643316792,35.02991952190753
25441,2026-06-03 14:32:00.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,589.2,interpolated,32.80607643901799,35.0299195194868
25442,2026-06-03 14:32:01 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,588.8,interpolated,32.80607644486807,35.029919517066084
25443,2026-06-03 14:32:01.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,588.2,interpolated,32.806076450718145,35.029919514645364
25444,2026-06-03 14:32:02 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,587.8,interpolated,32.80607645656822,35.029919512224645
25445,2026-06-03 14:32:02.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,587.2,interpolated,32.806076462418304,35.02991950980392
25446,2026-06-03 14:32:03 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,586.8,interpolated,32.80607646826838,35.0299195073832
25447,2026-06-03 14:32:03.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,586.2,interpolated,32.806076474118456,35.02991950496248
25448,2026-06-03 14:32:04 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,585.8,interpolated,32.80607647996853,35.02991950254176
25449,2026-06-03 14:32:04.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,585.2,interpolated,32.80607648581861,35.02991950012103
25450,2026-06-03 14:32:05 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,584.8,interpolated,32.806076491668684,35.02991949770031
25451,2026-06-03 14:32:05.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,584.2,interpolated,32.80607649751876,35.02991949527959
25452,2026-06-03 14:32:06 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,583.8,interpolated,32.806076503368836,35.02991949285887
25453,2026-06-03 14:32:06.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,583.2,interpolated,32.80607650921891,35.02991949043815
25454,2026-06-03 14:32:07 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,582.8,interpolated,32.80607651506899,35.02991948801743
25455,2026-06-03 14:32:07.5 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,582.2,interpolated,32.80607652091907,35.02991948559671
25456,2026-06-03 14:32:08 UTC,1,1,428256000,BELLENDAINE,,6.8081,127.25,0.0,360.0,0,sog,low,581.8,interpolated,32.80607652676915,35.02991948317599
